"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate"
"6372","Nebraska","US","2020-07-31 04:35:31",41.1254,-98.2681,25766,328,18802,6636,31,1331.98373869422,266893,1610,1.27299542032135,84000031,"USA",13797.1410374647,6.24854459365055
"6373","Nevada","US","2020-07-31 04:35:31",38.3135,-117.0554,46824,801,1085,44938,32,1520.18274399089,463645,NA,1.71066119938493,84000032,"USA",15052.646684129,NA
"6374","New Hampshire","US","2020-07-31 04:35:31",43.4525,-71.5639,6544,415,5710,419,33,481.278742320978,157397,690,6.34168704156479,84000033,"USA",11575.7686743727,10.5440097799511
"6375","New Jersey","US","2020-07-31 04:35:31",40.2989,-74.521,180970,15809,32423,132738,34,2037.44797172769,2059564,21565,8.73570205006355,84000034,"USA",23187.5697322395,11.9163397248163
"6376","New Mexico","US","2020-07-31 04:35:31",34.8405,-106.2485,20388,635,8015,11738,35,972.325354141897,551637,2667,3.11457720227585,84000035,"USA",26308.1538837931,13.0812242495586
"6377","New York","US","2020-07-31 04:35:31",42.1657,-74.9481,414370,32683,72973,308714,36,2130.0470386887,5820368,89995,7.88739532302049,84000036,"USA",29919.2934393862,21.7185124405724
"6378","North Carolina","US","2020-07-31 04:35:31",35.6301,-79.8064,120532,1922,92302,26308,37,1149.22801915011,1724924,NA,1.5945972853682,84000037,"USA",16446.5120607348,NA
"6379","North Dakota","US","2020-07-31 04:35:31",47.5289,-99.784,6301,103,5181,1017,38,826.835611800615,151861,356,1.63466116489446,84000038,"USA",19927.643682535,5.64989684177115
"6380","Northern Mariana Islands","US","2020-07-31 04:35:31",15.0979,145.6739,42,2,29,11,69,76.1642245756565,11761,4,4.76190476190476,580,"MNP",21327.7963151023,9.52380952380952
"6381","Ohio","US","2020-07-31 04:35:31",40.3888,-82.7649,89626,3442,64311,21873,39,766.748509294984,1446472,10678,3.84040345435476,84000039,"USA",12374.5369617849,11.9139535402673
"6382","Oklahoma","US","2020-07-31 04:35:31",35.5653,-96.9289,35740,536,28411,6793,40,903.216121624343,615016,3104,1.49972020145495,84000040,"USA",15542.5955863715,8.68494683827644
"6383","Oregon","US","2020-07-31 04:35:31",44.572,-122.0709,18131,316,3835,13980,41,429.875072817485,398639,1587,1.74287132535437,84000041,"USA",9451.49021856982,8.75296453587778
"6384","Pennsylvania","US","2020-07-31 04:35:31",40.5908,-77.2098,115807,7194,83308,25305,42,904.601620888754,1199937,NA,6.21205972005146,84000042,"USA",9373.05132819595,NA
"6385","Puerto Rico","US","2020-07-31 04:35:31",18.2208,-66.5901,16572,214,NA,16358,72,564.940165159432,322544,NA,1.29133478155926,630,"PRI",10995.5382953888,NA
"6386","Rhode Island","US","2020-07-31 04:35:31",41.6809,-71.5118,18950,1007,1813,16130,44,1788.81420025846,204519,2202,5.31398416886544,84000044,"USA",19305.8834523831,11.6200527704485
"6387","South Carolina","US","2020-07-31 04:35:31",33.8569,-80.945,87572,1667,32859,53046,45,1700.85190204777,691391,5117,1.90357648563468,84000045,"USA",13428.4211552632,5.84319188781802
"6388","South Dakota","US","2020-07-31 04:35:31",44.2998,-99.4388,8685,129,7690,866,46,981.73420493094,110345,815,1.4853195164076,84000046,"USA",12473.1676273005,9.38399539435809
"6389","Tennessee","US","2020-07-31 04:35:31",35.7478,-86.6923,102871,1033,64234,37604,47,1506.34615547942,1480812,4572,1.00417027150509,84000047,"USA",21683.6179602394,4.44440124038845
"6390","Texas","US","2020-07-31 04:35:31",31.0545,-97.5635,428229,6442,260542,161245,48,1476.86148939568,3609474,NA,1.50433529723582,84000048,"USA",12448.2301468957,NA
"6391","Utah","US","2020-07-31 04:35:31",40.15,-111.8624,39696,300,27261,12135,49,1238.19463636142,524367,2346,0.755743651753325,84000049,"USA",16356.0158929094,5.909915356711
"6392","Vermont","US","2020-07-31 04:35:31",44.0459,-72.7107,1407,57,1207,143,50,225.484744122092,93284,NA,4.05117270788913,84000050,"USA",14949.6225093712,NA
"6393","Virgin Islands","US","2020-07-31 04:35:31",18.3358,-64.8963,385,8,296,81,78,358.914121639259,8804,NA,2.07792207792208,850,"VIR",8207.48032964164,NA
"6394","Virginia","US","2020-07-31 04:35:31",37.7693,-78.17,88904,2141,11728,75035,51,1041.57696796176,1094973,13085,2.40821560334743,84000051,"USA",12828.4290621344,14.7181229191038
"6395","Washington","US","2020-07-31 04:35:31",47.4009,-121.4905,55803,1564,NA,54239,53,732.813973879869,958307,5476,2.80271669981901,84000053,"USA",12584.6417014658,9.81309248606706
"6396","West Virginia","US","2020-07-31 04:35:31",38.4912,-80.9545,6375,112,4703,1560,54,355.718587816736,277481,NA,1.75686274509804,84000054,"USA",15483.1607005452,NA
"6397","Wisconsin","US","2020-07-31 04:35:31",44.2685,-89.6165,52108,919,41319,9870,55,894.95217979285,923681,4590,1.76364473785215,84000055,"USA",15864.1729558463,8.80862823366853
"6398","Wyoming","US","2020-07-31 04:35:31",42.756,-107.3025,2686,26,2065,595,56,464.096454655565,52641,166,0.967982129560685,84000056,"USA",9095.49570719419,6.18019359642591
"6399","Alabama","US","2020-08-01 04:36:46",32.3182,-86.9023,87723,1580,35401,50742,1,1789.10238956923,689467,10521,1.80112399256751,84000001,"USA",14061.6150522568,11.9934338770904
"6400","Alaska","US","2020-08-01 04:36:46",61.3707,-152.4044,2990,23,898,2069,2,408.724001941097,233106,NA,0.769230769230769,84000002,"USA",31864.8886944754,NA
"6401","American Samoa","US","2020-08-01 04:36:46",-14.271,-170.132,0,0,NA,0,60,0,1037,NA,NA,16,"ASM",1863.73357775741,NA
"6402","Arizona","US","2020-08-01 04:36:46",33.7298,-111.4312,174010,3694,22714,147602,4,2390.66857524479,933743,11260,2.12286650192518,84000004,"USA",12828.4009393414,6.47089247744383
"6403","Arkansas","US","2020-08-01 04:36:46",34.9697,-92.3731,42511,453,35413,6645,5,1408.67332669716,503469,2852,1.06560654889323,84000005,"USA",16683.2902335606,6.70885182658606
"6404","California","US","2020-08-01 04:36:46",36.1162,-119.6816,500556,9214,NA,491342,6,1266.83836543441,7811041,NA,1.84075308257218,84000006,"USA",19768.6700644507,NA
"6405","Colorado","US","2020-08-01 04:36:46",39.0598,-105.3111,46791,1838,5309,39644,8,812.522053450618,526346,6413,3.92810583231818,84000008,"USA",9139.95710169732,13.7056271505204
"6406","Connecticut","US","2020-08-01 04:36:46",41.5978,-72.7554,49810,4432,8613,36765,9,1397.08247891404,793996,10807,8.89781168440072,84000009,"USA",22270.1847004182,21.6964464966874
"6407","Delaware","US","2020-08-01 04:36:46",39.3185,-75.5071,14788,585,8179,6024,10,1518.64312092047,181047,NA,3.9559101974574,84000010,"USA",18592.4926368196,NA
"6408","Diamond Princess","US","2020-08-01 04:36:46",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"6409","District of Columbia","US","2020-08-01 04:36:46",38.8974,-77.0268,12057,584,9816,1657,11,1708.39774480729,188741,NA,4.84365928506262,84000011,"USA",26743.3605998733,NA
"6410","Florida","US","2020-08-01 04:36:46",27.7663,-81.6868,470386,6843,NA,463543,12,2190.10969358643,3628088,26905,1.45476268426356,84000012,"USA",16892.3197076117,5.71977057140306
"6411","Georgia","US","2020-08-01 04:36:46",33.0406,-83.6431,186352,3752,NA,182600,13,1755.15282757407,1574687,18689,2.01339400704044,84000013,"USA",14831.1600658653,10.0288700953035
"6412","Grand Princess","US","2020-08-01 04:36:46",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"6413","Guam","US","2020-08-01 04:36:46",13.4443,144.7937,356,5,304,47,66,216.770485115296,21882,NA,1.40449438202247,316,"GUM",13324.0779643059,NA
"6414","Hawaii","US","2020-08-01 04:36:46",21.0943,-157.4983,2111,26,1226,859,15,149.095398454098,121368,177,1.23164377072477,84000015,"USA",8571.96130723681,8.3846518237802
"6415","Idaho","US","2020-08-01 04:36:46",44.2405,-114.4788,20716,188,6744,13784,16,1159.21916662237,179110,835,0.907511102529446,84000016,"USA",10022.5789213039,4.0307009075111
"6416","Illinois","US","2020-08-01 04:36:46",40.3495,-88.9861,180115,7692,NA,172423,17,1421.38213600082,2700849,NA,4.27060489131943,84000017,"USA",21313.8190635742,NA
"6417","Indiana","US","2020-08-01 04:36:46",39.8494,-86.2583,66154,2965,46466,16723,18,982.647771856501,747383,8727,4.48196632100856,84000018,"USA",11101.5847820756,13.1919460652417
"6418","Iowa","US","2020-08-01 04:36:46",42.0115,-93.2105,44753,872,32578,11303,19,1418.44713429496,474412,NA,1.94847272808527,84000019,"USA",15036.496813066,NA
"6419","Kansas","US","2020-08-01 04:36:46",38.5266,-96.7265,27364,358,1178,25828,20,939.273967721983,292507,1751,1.30828826195001,84000020,"USA",10040.3526705326,6.39891828680018
"6420","Kentucky","US","2020-08-01 04:36:46",37.6681,-84.6701,30151,735,7481,21935,21,674.870340779193,587823,3314,2.43773009187092,84000021,"USA",13157.2521086481,10.9913435706942
"6421","Louisiana","US","2020-08-01 04:36:46",31.1695,-91.8678,116280,3949,74246,38085,22,2501.29388396216,1342243,NA,3.39611283109735,84000022,"USA",28872.9291941093,NA
"6422","Maine","US","2020-08-01 04:36:46",44.6939,-69.3819,3912,123,3361,428,23,291.025522759803,167167,388,3.1441717791411,84000023,"USA",12436.059193044,9.91820040899795
"6423","Maryland","US","2020-08-01 04:36:46",39.0639,-76.8021,88346,3493,5689,79164,24,1461.30790911858,911191,12593,3.95377266656102,84000024,"USA",15071.770255786,14.2541824191248
"6424","Massachusetts","US","2020-08-01 04:36:46",42.2302,-71.5301,117612,8609,97595,11408,25,1706.37575348172,1188430,11908,7.3198313097303,84000025,"USA",17242.357384538,10.1248171955243
"6425","Michigan","US","2020-08-01 04:36:46",43.3266,-84.5361,90574,6450,57502,26622,26,906.931980702237,1844447,NA,7.12124892353214,84000026,"USA",18468.743469542,NA
"6426","Minnesota","US","2020-08-01 04:36:46",45.6945,-93.9002,54463,1640,47289,5534,27,965.719039823875,834354,5155,3.01121862548886,84000027,"USA",14794.4759516224,9.46514147219213
"6427","Mississippi","US","2020-08-01 04:36:46",32.7416,-89.6787,58747,1663,35071,22013,28,1973.92670864261,454505,4276,2.83078284848588,84000028,"USA",15271.5808247504,7.27866954908336
"6428","Missouri","US","2020-08-01 04:36:46",38.4561,-92.2884,50616,1265,NA,49351,29,824.710285807019,686773,NA,2.49920973605184,84000029,"USA",11189.9153847507,NA
"6429","Montana","US","2020-08-01 04:36:46",46.9219,-110.4544,3965,60,2331,1574,30,370.984432688547,169970,230,1.51324085750315,84000030,"USA",15903.2090855164,5.80075662042875
"6430","Nebraska","US","2020-08-01 04:36:46",41.1254,-98.2681,26211,332,18997,6882,31,1354.98819277009,270956,1610,1.2666437755141,84000031,"USA",14007.1794574878,6.14245927282439
"6431","Nevada","US","2020-08-01 04:36:46",38.3135,-117.0554,48088,830,1127,46131,32,1561.2196265384,469903,NA,1.72600232906338,84000032,"USA",15255.8182118049,NA
"6432","New Hampshire","US","2020-08-01 04:36:46",43.4525,-71.5639,6583,415,5722,446,33,484.146998884322,158309,692,6.30411666413489,84000033,"USA",11642.8417509309,10.5119246544129
"6433","New Jersey","US","2020-08-01 04:36:46",40.2989,-74.521,181660,15819,32475,133366,34,2045.2163261538,2096329,21565,8.70802598260487,84000034,"USA",23601.4879213347,11.8710778377188
"6434","New Mexico","US","2020-08-01 04:36:46",34.8405,-106.2485,20600,642,8015,11943,35,982.435859099621,551637,2667,3.11650485436893,84000035,"USA",26308.1538837931,12.9466019417476
"6435","New York","US","2020-08-01 04:36:46",42.1657,-74.9481,415014,32689,73055,309270,36,2133.35748658048,5889237,89995,7.87660175319387,84000036,"USA",30273.3108863719,21.6848106328943
"6436","North Carolina","US","2020-08-01 04:36:46",35.6301,-79.8064,122298,1942,92302,28054,37,1166.06617567136,1757102,NA,1.58792457767093,84000037,"USA",16753.3173838043,NA
"6437","North Dakota","US","2020-08-01 04:36:46",47.5289,-99.784,6469,103,5289,1077,38,848.881062170795,153964,364,1.59220899675375,84000038,"USA",20203.6054809189,5.6268356778482
"6438","Northern Mariana Islands","US","2020-08-01 04:36:46",15.0979,145.6739,42,2,29,11,69,76.1642245756565,11761,4,4.76190476190476,580,"MNP",21327.7963151023,9.52380952380952
"6439","Ohio","US","2020-08-01 04:36:46",40.3888,-82.7649,91159,3489,65788,21882,39,779.863291442455,1468334,10790,3.82737853640343,84000039,"USA",12561.5659032774,11.8364615671519
"6440","Oklahoma","US","2020-08-01 04:36:46",35.5653,-96.9289,36487,541,29187,6759,40,922.094197809385,625578,3161,1.48271987283142,84000040,"USA",15809.5169259517,8.66335955271741
"6441","Oregon","US","2020-08-01 04:36:46",44.572,-122.0709,18492,322,3872,14298,41,438.434165051069,404193,1607,1.74129353233831,84000041,"USA",9583.17220822446,8.69024443002379
"6442","Pennsylvania","US","2020-08-01 04:36:46",40.5908,-77.2098,116787,7207,84036,25544,42,912.256681364122,1216872,NA,6.17106356015652,84000042,"USA",9505.33545998204,NA
"6443","Puerto Rico","US","2020-08-01 04:36:46",18.2208,-66.5901,16781,219,NA,16562,72,572.064983800412,322753,NA,1.30504737500745,630,"PRI",11002.6631140298,NA
"6444","Rhode Island","US","2020-08-01 04:36:46",41.6809,-71.5118,19022,1007,1823,16192,44,1795.61075025416,206016,2211,5.29387025549364,84000044,"USA",19447.1950543771,11.6233834507412
"6445","South Carolina","US","2020-08-01 04:36:46",33.8569,-80.945,89016,1712,32859,54445,45,1728.8977402901,692835,5117,1.92324975285342,84000045,"USA",13456.4669935056,5.74840478116294
"6446","South Dakota","US","2020-08-01 04:36:46",44.2998,-99.4388,8764,130,7761,873,46,990.664199425994,111635,824,1.48334094020995,84000046,"USA",12618.9865247513,9.40209949794614
"6447","Tennessee","US","2020-08-01 04:36:46",35.7478,-86.6923,105959,1060,66357,38542,47,1551.56392266473,1513405,4661,1.00038694211912,84000047,"USA",22160.8791927106,4.39887126152568
"6448","Texas","US","2020-08-01 04:36:46",31.0545,-97.5635,438293,6576,273191,158526,48,1511.56986745807,3669752,NA,1.50036619339118,84000048,"USA",12656.1148461052,NA
"6449","Utah","US","2020-08-01 04:36:46",40.15,-111.8624,40196,304,28130,11762,49,1253.79059862918,528910,2377,0.756294158622749,84000049,"USA",16497.7208060742,5.91352373370485
"6450","Vermont","US","2020-08-01 04:36:46",44.0459,-72.7107,1414,57,1211,146,50,226.606558769465,94368,NA,4.03111739745403,84000050,"USA",15123.3435204787,NA
"6451","Virgin Islands","US","2020-08-01 04:36:46",18.3358,-64.8963,406,8,338,60,78,378.491255546855,9181,NA,1.97044334975369,850,"VIR",8558.93649550658,NA
"6452","Virginia","US","2020-08-01 04:36:46",37.7693,-78.17,89888,2174,11937,75777,51,1053.10526518657,1110747,13271,2.4185653257387,84000051,"USA",13013.2332902077,14.7639284442862
"6453","Washington","US","2020-08-01 04:36:46",47.4009,-121.4905,55803,1564,NA,54239,53,732.813973879869,973654,5568,2.80271669981901,84000053,"USA",12786.1809745718,9.97795817429171
"6454","West Virginia","US","2020-08-01 04:36:46",38.4912,-80.9545,6579,116,4815,1648,54,367.101582626872,283988,NA,1.76318589451284,84000054,"USA",15846.244755592,NA
"6455","Wisconsin","US","2020-08-01 04:36:46",44.2685,-89.6165,52940,934,42317,9689,55,909.241736359742,939083,4637,1.76426142803173,84000055,"USA",16128.7015018118,8.75897242160937
"6456","Wyoming","US","2020-08-01 04:36:46",42.756,-107.3025,2726,26,2123,577,56,471.007794263243,53299,166,0.953778429933969,84000056,"USA",9209.18724374049,6.08950843727073
"6457","Alabama","US","2020-08-02 04:35:05",32.3182,-86.9023,89349,1603,35401,52345,1,1822.26450766186,697371,10521,1.79408835017739,84000001,"USA",14222.8163938338,11.7751737568412
"6458","Alaska","US","2020-08-02 04:35:05",61.3707,-152.4044,3136,24,930,2182,2,428.681762570997,238633,NA,0.76530612244898,84000002,"USA",32620.4129616087,NA
"6459","American Samoa","US","2020-08-02 04:35:05",-14.271,-170.132,0,0,NA,0,60,0,1267,NA,NA,16,"ASM",2277.09782354738,NA
"6460","Arizona","US","2020-08-02 04:35:05",33.7298,-111.4312,177002,3747,23064,150191,4,2431.77472073718,948650,11346,2.11692523248325,84000004,"USA",13033.2035164989,6.41009706105016
"6461","Arkansas","US","2020-08-02 04:35:05",34.9697,-92.3731,43173,458,36034,6681,5,1430.60980766147,514581,2852,1.06084821531976,84000005,"USA",17051.5050016502,6.60598058972043
"6462","California","US","2020-08-02 04:35:05",36.1162,-119.6816,506613,9345,NA,497268,6,1282.16779906309,7886587,NA,1.84460327705764,84000006,"USA",19959.8665962176,NA
"6463","Colorado","US","2020-08-02 04:35:05",39.0598,-105.3111,47249,1844,5334,40071,8,820.475187610615,533403,6441,3.90272810006561,84000008,"USA",9262.5013544639,13.6320345404136
"6464","Connecticut","US","2020-08-02 04:35:05",41.5978,-72.7554,49810,4432,8613,36765,9,1397.08247891404,793996,10807,8.89781168440072,84000009,"USA",22270.1847004182,21.6964464966874
"6465","Delaware","US","2020-08-02 04:35:05",39.3185,-75.5071,14877,585,8212,6080,10,1527.78291249214,182896,NA,3.93224440411373,84000010,"USA",18782.3743740783,NA
"6466","Diamond Princess","US","2020-08-02 04:35:05",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"6467","District of Columbia","US","2020-08-02 04:35:05",38.8974,-77.0268,12057,584,9816,1657,11,1708.39774480729,193781,NA,4.84365928506262,84000011,"USA",27457.4955118604,NA
"6468","Florida","US","2020-08-02 04:35:05",27.7663,-81.6868,480028,7022,NA,473006,12,2235.00269139156,3679443,27344,1.4628313348388,84000012,"USA",17131.4277663424,5.69633438049447
"6469","Georgia","US","2020-08-02 04:35:05",33.0406,-83.6431,190012,3825,NA,186187,13,1789.62446913907,1596085,18995,2.01303075595226,84000013,"USA",15032.6967287637,9.99673704818643
"6470","Grand Princess","US","2020-08-02 04:35:05",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"6471","Guam","US","2020-08-02 04:35:05",13.4443,144.7937,356,5,304,47,66,216.770485115296,22052,NA,1.40449438202247,316,"GUM",13427.5919600071,NA
"6472","Hawaii","US","2020-08-02 04:35:05",21.0943,-157.4983,2197,26,1243,928,15,155.169393843511,123251,179,1.18343195266272,84000015,"USA",8704.95355512363,8.1474738279472
"6473","Idaho","US","2020-08-02 04:35:05",44.2405,-114.4788,21110,197,6998,13915,16,1181.26649002694,181873,850,0.93320701089531,84000016,"USA",10177.189973504,4.02652771198484
"6474","Illinois","US","2020-08-02 04:35:05",40.3495,-88.9861,181754,7700,NA,174054,17,1434.31634648248,2740658,NA,4.23649548290547,84000017,"USA",21627.9728067497,NA
"6475","Indiana","US","2020-08-02 04:35:05",39.8494,-86.2583,67122,2971,46955,17196,18,997.026389070231,758606,8781,4.42626858556062,84000018,"USA",11268.2905888831,13.0821489228569
"6476","Iowa","US","2020-08-02 04:35:05",42.0115,-93.2105,45293,874,32819,11600,19,1435.56244393944,478970,NA,1.92965800454816,84000019,"USA",15180.9627044725,NA
"6477","Kansas","US","2020-08-02 04:35:05",38.5266,-96.7265,27592,358,1178,26056,20,947.10010661398,292507,1751,1.29747752971876,84000020,"USA",10040.3526705326,6.34604233111047
"6478","Kentucky","US","2020-08-02 04:35:05",37.6681,-84.6701,30723,740,8135,21848,21,687.673426412363,596674,3782,2.40861894997233,84000021,"USA",13355.3641907096,12.3099957686424
"6479","Louisiana","US","2020-08-02 04:35:05",31.1695,-91.8678,116280,3949,74246,38085,22,2501.29388396216,1342243,NA,3.39611283109735,84000022,"USA",28872.9291941093,NA
"6480","Maine","US","2020-08-02 04:35:05",44.6939,-69.3819,3937,123,3377,437,23,292.885348442061,169746,388,3.1242062484125,84000023,"USA",12627.9188104257,9.85521971043942
"6481","Maryland","US","2020-08-02 04:35:05",39.0639,-76.8021,89365,3506,5713,80146,24,1478.16291963849,929354,12672,3.92323616628434,84000024,"USA",15372.1996533062,14.1800481172719
"6482","Massachusetts","US","2020-08-02 04:35:05",42.2302,-71.5301,118040,8626,97595,11819,25,1712.58539894723,1188430,11908,7.30769230769231,84000025,"USA",17242.357384538,10.0881057268722
"6483","Michigan","US","2020-08-02 04:35:05",43.3266,-84.5361,91332,6457,60022,24853,26,914.521956207043,1876830,NA,7.06981123812026,84000026,"USA",18792.9996394261,NA
"6484","Minnesota","US","2020-08-02 04:35:05",45.6945,-93.9002,55188,1646,48119,5423,27,978.574488548189,846268,5208,2.98253243458723,84000027,"USA",15005.730870383,9.43683409436834
"6485","Mississippi","US","2020-08-02 04:35:05",32.7416,-89.6787,59881,1693,35071,23117,28,2012.02963964506,461473,4314,2.82727409361901,84000028,"USA",15505.7088875591,7.20428850553598
"6486","Missouri","US","2020-08-02 04:35:05",38.4561,-92.2884,51632,1276,NA,50356,29,841.264451493362,696745,NA,2.47133560582584,84000029,"USA",11352.3938692234,NA
"6487","Montana","US","2020-08-02 04:35:05",46.9219,-110.4544,4081,61,2456,1564,30,381.837949508691,171553,230,1.49473168341093,84000030,"USA",16051.3221641913,5.63587356040186
"6488","Nebraska","US","2020-08-02 04:35:05",41.1254,-98.2681,26391,332,19172,6887,31,1364.29336520527,275259,1622,1.25800462278807,84000031,"USA",14229.6247740911,6.14603463301883
"6489","Nevada","US","2020-08-02 04:35:05",38.3135,-117.0554,49074,832,1127,47115,32,1593.2309921965,474220,NA,1.6953987855076,84000032,"USA",15395.9734506954,NA
"6490","New Hampshire","US","2020-08-02 04:35:05",43.4525,-71.5639,6614,416,5794,404,33,486.426895126979,160962,695,6.28968853946175,84000033,"USA",11837.9567422783,10.5080133051104
"6491","New Jersey","US","2020-08-02 04:35:05",40.2989,-74.521,182029,15830,32475,133724,34,2049.37070699906,2096698,21565,8.69641650506238,84000034,"USA",23605.64230218,11.8470133879766
"6492","New Mexico","US","2020-08-02 04:35:05",34.8405,-106.2485,20796,651,8139,12006,35,991.783307079404,558012,2686,3.13040969417196,84000035,"USA",26612.1843984416,12.9159453741104
"6493","New York","US","2020-08-02 04:35:05",42.1657,-74.9481,415767,32694,73134,309939,36,2137.22824319928,5971974,89995,7.86353895330798,84000036,"USA",30698.6160528656,21.6455370435845
"6494","North Carolina","US","2020-08-02 04:35:05",35.6301,-79.8064,124006,1979,92302,29725,37,1182.35132365454,1786412,NA,1.59589052142638,84000037,"USA",17032.7773881292,NA
"6495","North Dakota","US","2020-08-02 04:35:05",47.5289,-99.784,6602,103,5396,1103,38,866.33371038052,156185,371,1.56013329294153,84000038,"USA",20495.0515837294,5.61950923962436
"6496","Northern Mariana Islands","US","2020-08-02 04:35:05",15.0979,145.6739,44,2,29,13,69,79.7910924125925,11761,4,4.54545454545455,580,"MNP",21327.7963151023,9.09090909090909
"6497","Ohio","US","2020-08-02 04:35:05",40.3888,-82.7649,92087,3515,67319,21253,39,787.80231155521,1492903,10857,3.81704257930001,84000039,"USA",12771.7531717583,11.7899377762333
"6498","Oklahoma","US","2020-08-02 04:35:05",35.5653,-96.9289,37731,549,30282,6900,40,953.532386262118,637192,3228,1.45503697225093,84000040,"USA",16103.0242576961,8.55529935596724
"6499","Oregon","US","2020-08-02 04:35:05",44.572,-122.0709,18817,325,3872,14620,41,446.139719000971,409616,1607,1.72716160918319,84000041,"USA",9711.74826690237,8.54014986448424
"6500","Pennsylvania","US","2020-08-02 04:35:05",40.5908,-77.2098,117468,7219,85831,24418,42,917.576167265883,1232322,NA,6.14550345626043,84000042,"USA",9626.01983176208,NA
"6501","Puerto Rico","US","2020-08-02 04:35:05",18.2208,-66.5901,17872,225,NA,17647,72,609.257218907155,323844,NA,1.25895255147717,630,"PRI",11039.8553491366,NA
"6502","Rhode Island","US","2020-08-02 04:35:05",41.6809,-71.5118,19022,1007,1823,16192,44,1795.61075025416,206016,2211,5.29387025549364,84000044,"USA",19447.1950543771,11.6233834507412
"6503","South Carolina","US","2020-08-02 04:35:05",33.8569,-80.945,90599,1751,32859,55989,45,1759.64328179813,711869,5527,1.93269241382355,84000045,"USA",13826.1515399768,6.10050883563836
"6504","South Dakota","US","2020-08-02 04:35:05",44.2998,-99.4388,8867,134,7820,913,46,1002.30710364106,112932,832,1.51122138265479,84000046,"USA",12765.5966875372,9.3831058982745
"6505","Tennessee","US","2020-08-02 04:35:05",35.7478,-86.6923,108184,1067,67651,39466,47,1584.14472965545,1542853,4724,0.986282629594025,84000047,"USA",22592.0880036151,4.36663462249501
"6506","Texas","US","2020-08-02 04:35:05",31.0545,-97.5635,444738,6865,282604,155269,48,1533.79716243145,3747779,NA,1.5436054486012,84000048,"USA",12925.2116878256,NA
"6507","Utah","US","2020-08-02 04:35:05",40.15,-111.8624,40702,310,28747,11645,49,1269.57371244414,533260,2412,0.761633334971255,84000049,"USA",16633.4056778036,5.9259987224215
"6508","Vermont","US","2020-08-02 04:35:05",44.0459,-72.7107,1421,57,1231,133,50,227.728373416839,95392,NA,4.01125967628431,84000050,"USA",15287.4489774659,NA
"6509","Virgin Islands","US","2020-08-02 04:35:05",18.3358,-64.8963,421,8,341,72,78,392.474922623709,9289,NA,1.90023752969121,850,"VIR",8659.61889845993,NA
"6510","Virginia","US","2020-08-02 04:35:05",37.7693,-78.17,90801,2215,12007,76579,51,1063.80174421731,1127361,13263,2.43940044713164,84000051,"USA",13207.8787476192,14.6066673274523
"6511","Washington","US","2020-08-02 04:35:05",47.4009,-121.4905,57541,1592,NA,55949,53,755.637669498442,973654,5568,2.76672285848352,84000053,"USA",12786.1809745718,9.67657843972124
"6512","West Virginia","US","2020-08-02 04:35:05",38.4912,-80.9545,6738,116,4858,1764,54,375.973622699477,287224,NA,1.72157910359157,84000054,"USA",16026.8103007175,NA
"6513","Wisconsin","US","2020-08-02 04:35:05",44.2685,-89.6165,54002,947,43284,9771,55,927.481530919887,954003,4681,1.75363875412022,84000055,"USA",16384.9517229392,8.66819747416762
"6514","Wyoming","US","2020-08-02 04:35:05",42.756,-107.3025,2769,26,2153,590,56,478.437484341496,53342,167,0.938967136150235,84000056,"USA",9216.61693381874,6.0310581437342
"6515","Alabama","US","2020-08-03 04:34:47",32.3182,-86.9023,91444,1627,35401,54416,1,1864.99183693864,706070,10521,1.77923100476795,84000001,"USA",14400.2316861387,11.5054022133765
"6516","Alaska","US","2020-08-03 04:34:47",61.3707,-152.4044,3280,24,932,2324,2,448.366129219665,243090,NA,0.731707317073171,84000002,"USA",33229.6714487831,NA
"6517","American Samoa","US","2020-08-03 04:34:47",-14.271,-170.132,0,0,NA,0,60,0,1267,NA,NA,16,"ASM",2277.09782354738,NA
"6518","Arizona","US","2020-08-03 04:34:47",33.7298,-111.4312,178467,3765,23413,151289,4,2451.90189424867,956428,11371,2.10963371379583,84000004,"USA",13140.0630083571,6.37148604503914
"6519","Arkansas","US","2020-08-03 04:34:47",34.9697,-92.3731,43810,464,36034,7312,5,1451.71787167092,514581,2894,1.05911892262041,84000005,"USA",17051.5050016502,6.60579776306779
"6520","California","US","2020-08-03 04:34:47",36.1162,-119.6816,512175,9396,NA,502779,6,1296.24445579789,8035975,NA,1.83452921364768,84000006,"USA",20337.9470702015,NA
"6521","Colorado","US","2020-08-03 04:34:47",39.0598,-105.3111,47709,1844,5359,40506,8,828.463051614104,540572,6465,3.86509882831332,84000008,"USA",9386.99047846611,13.5509023454694
"6522","Connecticut","US","2020-08-03 04:34:47",41.5978,-72.7554,49810,4432,8613,36765,9,1397.08247891404,793996,10807,8.89781168440072,84000009,"USA",22270.1847004182,21.6964464966874
