"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate"
"8936","Pennsylvania","US","2020-09-13 04:32:00",40.5908,-77.2098,148635,7829,117920,22886,42,1161.03052424119,1807805,NA,5.26726544891849,84000042,"USA",14121.2822476257,NA
"8937","Puerto Rico","US","2020-09-13 04:32:00",18.2208,-66.5901,37092,535,NA,36557,72,1264.46781354656,343064,NA,1.44235953844495,630,"PRI",11695.065943776,NA
"8938","Rhode Island","US","2020-09-13 04:32:00",41.6809,-71.5118,22905,1071,2201,19633,44,2162.15246738364,615683,NA,4.67583497053045,84000044,"USA",58118.337375078,NA
"8939","South Carolina","US","2020-09-13 04:32:00",33.8569,-80.945,129978,3040,51431,75507,45,2524.4750436711,1054872,NA,2.33885734508917,84000045,"USA",20488.0675057888,NA
"8940","South Dakota","US","2020-09-13 04:32:00",44.2998,-99.4388,16437,183,13739,2515,46,1858.00404449624,162609,NA,1.11334185070268,84000046,"USA",18380.9806942562,NA
"8941","Tennessee","US","2020-09-13 04:32:00",35.7478,-86.6923,170891,2064,154947,13880,47,2502.36705053935,2442734,NA,1.20778742005138,84000047,"USA",35769.098869058,NA
"8942","Texas","US","2020-09-13 04:32:00",31.0545,-97.5635,677716,14332,568067,95317,48,2337.28369901918,5454041,NA,2.11475013132345,84000048,"USA",18809.7095584025,NA
"8943","Utah","US","2020-09-13 04:32:00",40.15,-111.8624,57247,433,48396,8418,49,1785.64410388408,712229,NA,0.756371512917707,84000049,"USA",22215.7932199985,NA
"8944","Vermont","US","2020-09-13 04:32:00",44.0459,-72.7107,1677,58,1496,123,50,268.754737663645,149661,NA,3.45855694692904,84000050,"USA",23984.5574200827,NA
"8945","Virgin Islands","US","2020-09-13 04:32:00",18.3358,-64.8963,1211,19,1143,49,78,1128.94805533803,18223,NA,1.56895127993394,850,"VIR",16988.2910094343,NA
"8946","Virginia","US","2020-09-13 04:32:00",37.7693,-78.17,132868,2722,16276,113870,51,1556.64816632709,1750110,NA,2.04864978775928,84000051,"USA",20503.8498537699,NA
"8947","Washington","US","2020-09-13 04:32:00",47.4009,-121.4905,79476,1991,NA,77485,53,1043.6916185165,1614748,NA,2.50515879007499,84000053,"USA",21205.1305251433,NA
"8948","West Virginia","US","2020-09-13 04:32:00",38.4912,-80.9545,12528,266,9225,3037,54,699.049798928324,478876,NA,2.12324393358876,84000054,"USA",26720.7991308749,NA
"8949","Wisconsin","US","2020-09-13 04:32:00",44.2685,-89.6165,87603,1209,76909,9485,55,1504.57695183836,1357360,NA,1.38008972295469,84000055,"USA",23312.5871413914,NA
"8950","Wyoming","US","2020-09-13 04:32:00",42.756,-107.3025,4297,42,3740,515,56,742.450657354788,86388,NA,0.9774261112404,84000056,"USA",14926.4201507018,NA
"8951","Alabama","US","2020-09-14 04:30:37",32.3182,-86.9023,138755,2351,54223,82181,1,2829.89526195728,1023187,NA,1.6943533566358,84000001,"USA",20867.8032748102,NA
"8952","Alaska","US","2020-09-14 04:30:37",61.3707,-152.4044,6268,44,2377,3847,2,856.816737179531,401213,NA,0.701978302488832,84000002,"USA",54844.6096959175,NA
"8953","American Samoa","US","2020-09-14 04:30:37",-14.271,-170.132,0,0,NA,0,60,0,1571,NA,NA,16,"ASM",2823.45752233066,NA
"8954","Arizona","US","2020-09-14 04:30:37",33.7298,-111.4312,208512,5322,32817,170373,4,2864.68068479651,1296137,NA,2.55237108655617,84000004,"USA",17807.2179478883,NA
"8955","Arkansas","US","2020-09-14 04:30:37",34.9697,-92.3731,70219,981,63063,6175,5,2326.82440609132,828221,NA,1.39705777638531,84000005,"USA",27444.4927503575,NA
"8956","California","US","2020-09-14 04:30:37",36.1162,-119.6816,761728,14378,NA,747350,6,1927.8287632665,12690016,NA,1.88755041169551,84000006,"USA",32116.6845003886,NA
"8957","Colorado","US","2020-09-14 04:30:37",39.0598,-105.3111,61293,1988,6156,53149,8,1064.3481486215,1111572,NA,3.24343726037231,84000008,"USA",19302.3607958413,NA
"8958","Connecticut","US","2020-09-14 04:30:37",41.5978,-72.7554,54326,4480,9142,40704,9,1523.74829852407,1330984,NA,8.24651179913853,84000009,"USA",37331.7491691412,NA
"8959","Delaware","US","2020-09-14 04:30:37",39.3185,-75.5071,18849,615,10077,8157,10,1935.68462173586,261296,NA,3.26277256087856,84000010,"USA",26833.6065001376,NA
"8960","Diamond Princess","US","2020-09-14 04:30:37",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"8961","District of Columbia","US","2020-09-14 04:30:37",38.8974,-77.0268,14592,616,11574,2402,11,2067.59060232462,330641,NA,4.22149122807018,84000011,"USA",46849.6590147489,NA
"8962","Florida","US","2020-09-14 04:30:37",27.7663,-81.6868,663994,12608,NA,651386,12,3091.54544540703,4923930,NA,1.89881233866571,84000012,"USA",22925.7393365046,NA
"8963","Georgia","US","2020-09-14 04:30:37",33.0406,-83.6431,294314,6333,NA,287981,13,2771.99090589119,2602202,NA,2.15178346935586,84000013,"USA",24508.7908808004,NA
"8964","Grand Princess","US","2020-09-14 04:30:37",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"8965","Guam","US","2020-09-14 04:30:37",13.4443,144.7937,1863,23,1118,722,66,1134.39161171291,43363,NA,1.23456790123457,316,"GUM",26403.9846799286,NA
"8966","Hawaii","US","2020-09-14 04:30:37",21.0943,-157.4983,10700,99,3418,7183,15,755.718031008453,255399,NA,0.925233644859813,84000015,"USA",18038.2831216381,NA
"8967","Idaho","US","2020-09-14 04:30:37",44.2405,-114.4788,35279,415,18406,16458,16,1974.13076748747,277123,NA,1.17633719776638,84000016,"USA",15507.1583853973,NA
"8968","Illinois","US","2020-09-14 04:30:37",40.3495,-88.9861,263459,8541,NA,254918,17,2079.09344679032,4737961,NA,3.24187065160044,84000017,"USA",37389.7405905592,NA
"8969","Indiana","US","2020-09-14 04:30:37",39.8494,-86.2583,105804,3438,81405,20961,18,1571.60662777013,1238984,NA,3.24940455937394,84000018,"USA",18403.7982127438,NA
"8970","Iowa","US","2020-09-14 04:30:37",42.0115,-93.2105,74676,1220,53151,20305,19,2366.85715372401,683445,NA,1.63372435588409,84000019,"USA",21661.8014814251,NA
"8971","Kansas","US","2020-09-14 04:30:37",38.5266,-96.7265,48766,528,1859,46379,20,1673.90126845235,448930,NA,1.08272156830579,84000020,"USA",15409.5988280014,NA
"8972","Kentucky","US","2020-09-14 04:30:37",37.6681,-84.6701,56945,1060,10872,45013,21,1274.60089402246,930752,NA,1.86144525419264,84000021,"USA",20833.0376909859,NA
"8973","Louisiana","US","2020-09-14 04:30:37",31.1695,-91.8678,157455,5235,140440,11780,22,3387.0074690339,2066730,NA,3.3247594550824,84000022,"USA",44457.3366769962,NA
"8974","Maine","US","2020-09-14 04:30:37",44.6939,-69.3819,4863,136,4226,501,23,361.773291712914,330168,NA,2.79662759613407,84000023,"USA",24562.1970343964,NA
"8975","Maryland","US","2020-09-14 04:30:37",39.0639,-76.8021,116110,3838,7225,105047,24,1920.54491802411,1455845,NA,3.30548617690121,84000024,"USA",24080.7485675722,NA
"8976","Massachusetts","US","2020-09-14 04:30:37",42.2302,-71.5301,124826,9210,107501,8115,25,1811.04019831402,3006158,NA,7.37827055260923,84000025,"USA",43614.8957787904,NA
"8977","Michigan","US","2020-09-14 04:30:37",43.3266,-84.5361,123058,6911,85513,30634,26,1232.19947977627,3110610,NA,5.6160509678363,84000026,"USA",31147.0365501378,NA
"8978","Minnesota","US","2020-09-14 04:30:37",45.6945,-93.9002,84311,1971,77461,4879,27,1494.97343089053,1233305,NA,2.3377732442979,84000027,"USA",21868.536812331,NA
"8979","Mississippi","US","2020-09-14 04:30:37",32.7416,-89.6787,89874,2697,74098,13079,28,3019.80848405103,622793,NA,3.00086788170105,84000028,"USA",20926.1364266372,NA
"8980","Missouri","US","2020-09-14 04:30:37",38.4561,-92.2884,103997,1731,NA,102266,29,1694.47201661673,1128700,NA,1.66447109051223,84000029,"USA",18390.4397737945,NA
"8981","Montana","US","2020-09-14 04:30:37",46.9219,-110.4544,9021,135,6830,2056,30,844.048062366553,280124,NA,1.49650814765547,84000030,"USA",26209.7460838453,NA
"8982","Nebraska","US","2020-09-14 04:30:37",41.1254,-98.2681,38188,434,29167,8587,31,1974.14402752677,400684,NA,1.13648266471143,84000031,"USA",20713.5206223299,NA
"8983","Nevada","US","2020-09-14 04:30:37",38.3135,-117.0554,73537,1452,1930,70155,32,2387.44401257599,642075,NA,1.97451622992507,84000032,"USA",20845.5350962743,NA
"8984","New Hampshire","US","2020-09-14 04:30:37",43.4525,-71.5639,7696,436,6953,307,33,566.002628499733,230542,NA,5.66528066528067,84000033,"USA",16955.220631443,NA
"8985","New Jersey","US","2020-09-14 04:30:37",40.2989,-74.521,196634,16031,34430,146173,34,2213.80087568494,3168530,NA,8.15271011117101,84000034,"USA",35672.846448905,NA
"8986","New Mexico","US","2020-09-14 04:30:37",34.8405,-106.2485,26761,823,14396,11542,35,1276.2604866682,817270,NA,3.07537087552782,84000035,"USA",38976.4735226382,NA
"8987","New York","US","2020-09-14 04:30:37",42.1657,-74.9481,444365,33023,75767,335575,36,2284.23474756113,9318293,NA,7.43150338122939,84000036,"USA",47900.191641006,NA
"8988","North Carolina","US","2020-09-14 04:30:37",35.6301,-79.8064,184936,3052,156652,25232,37,1763.29632752751,2616108,NA,1.6503006445473,84000037,"USA",24943.6217330067,NA
"8989","North Dakota","US","2020-09-14 04:30:37",47.5289,-99.784,15577,168,12655,2754,38,2044.05940723983,523570,NA,1.07851319252744,84000038,"USA",68704.3836328278,NA
"8990","Northern Mariana Islands","US","2020-09-14 04:30:37",15.0979,145.6739,60,2,29,29,69,108.806035108081,14376,NA,3.33333333333333,580,"MNP",26069.9260118961,NA
"8991","Ohio","US","2020-09-14 04:30:37",40.3888,-82.7649,137405,4415,114906,18084,39,1175.49683038044,2593830,NA,3.21312907099451,84000039,"USA",22190.160063649,NA
"8992","Oklahoma","US","2020-09-14 04:30:37",35.5653,-96.9289,69354,905,58560,9889,40,1752.70427809554,989530,NA,1.30489950111025,84000040,"USA",25007.259340541,NA
"8993","Oregon","US","2020-09-14 04:30:37",44.572,-122.0709,29337,509,5310,23518,41,695.562573010124,612620,NA,1.73501039642772,84000041,"USA",14524.8506485824,NA
"8994","Pennsylvania","US","2020-09-14 04:30:37",40.5908,-77.2098,148635,7829,117920,22886,42,1161.03052424119,1807881,NA,5.26726544891849,84000042,"USA",14121.8759053769,NA
"8995","Puerto Rico","US","2020-09-14 04:30:37",18.2208,-66.5901,37380,539,NA,36841,72,1274.28574545375,343352,NA,1.44194756554307,630,"PRI",11704.8838756832,NA
"8996","Rhode Island","US","2020-09-14 04:30:37",41.6809,-71.5118,22905,1071,2201,19633,44,2162.15246738364,615683,NA,4.67583497053045,84000044,"USA",58118.337375078,NA
"8997","South Carolina","US","2020-09-14 04:30:37",33.8569,-80.945,131864,3064,51431,77369,45,2561.10554985187,1071863,NA,2.32360613965904,84000045,"USA",20818.0722409518,NA
"8998","South Dakota","US","2020-09-14 04:30:37",44.2998,-99.4388,16638,184,13993,2461,46,1880.72466340138,163956,NA,1.10590215170093,84000046,"USA",18533.2427522921,NA
"8999","Tennessee","US","2020-09-14 04:30:37",35.7478,-86.6923,171824,2078,155865,13881,47,2516.02902488647,2456149,NA,1.20937703696806,84000047,"USA",35965.5355098581,NA
"9000","Texas","US","2020-09-14 04:30:37",31.0545,-97.5635,681885,14405,577832,89648,48,2351.66160324634,5550139,NA,2.11252630575537,84000048,"USA",19141.1290451909,NA
"9001","Utah","US","2020-09-14 04:30:37",40.15,-111.8624,57875,433,48690,8752,49,1805.23263249238,716873,NA,0.748164146868251,84000049,"USA",22360.6485175414,NA
"9002","Vermont","US","2020-09-14 04:30:37",44.0459,-72.7107,1684,58,1505,121,50,269.876552311018,150673,NA,3.44418052256532,84000050,"USA",24146.7397662459,NA
"9003","Virgin Islands","US","2020-09-14 04:30:37",18.3358,-64.8963,1220,19,1144,57,78,1137.33825558414,18343,NA,1.55737704918033,850,"VIR",17100.1603460491,NA
"9004","Virginia","US","2020-09-14 04:30:37",37.7693,-78.17,133742,2724,16310,114708,51,1566.88773113855,1766238,NA,2.03675733875671,84000051,"USA",20692.8014570643,NA
"9005","Washington","US","2020-09-14 04:30:37",47.4009,-121.4905,79826,1991,NA,77835,53,1048.28787482634,1644585,NA,2.49417483025581,84000053,"USA",21596.9548094766,NA
"9006","West Virginia","US","2020-09-14 04:30:37",38.4912,-80.9545,12705,267,9290,3148,54,708.926220895942,483764,NA,2.10153482880756,84000054,"USA",26993.5446143648,NA
"9007","Wisconsin","US","2020-09-14 04:30:37",44.2685,-89.6165,89185,1210,77750,10225,55,1531.74771925281,1365137,NA,1.35673039188204,84000055,"USA",23446.1567104067,NA
"9008","Wyoming","US","2020-09-14 04:30:37",42.756,-107.3025,4346,42,3768,536,56,750.917048374194,86437,NA,0.966405890473999,84000056,"USA",14934.8865417212,NA
"9009","Alabama","US","2020-09-15 03:30:30",32.3182,-86.9023,139459,2355,54223,82881,1,2844.2532761868,1027551,NA,1.68866835413993,84000001,"USA",20956.806647108,NA
"9010","Alaska","US","2020-09-15 03:30:30",61.3707,-152.4044,6343,44,2377,3922,2,867.069011475712,403413,NA,0.693678070313732,84000002,"USA",55145.3430752722,NA
"9011","American Samoa","US","2020-09-15 03:30:30",-14.271,-170.132,0,0,NA,0,60,0,1571,NA,NA,16,"ASM",2823.45752233066,NA
"9012","Arizona","US","2020-09-15 03:30:30",33.7298,-111.4312,208725,5322,32975,170428,4,2867.60702469955,1300664,NA,2.5497664390945,84000004,"USA",17869.4129748416,NA
"9013","Arkansas","US","2020-09-15 03:30:30",34.9697,-92.3731,70627,992,62740,6895,5,2340.34417079439,828267,NA,1.40456199470457,84000005,"USA",27446.0170375545,NA
"9014","California","US","2020-09-15 03:30:30",36.1162,-119.6816,765134,14439,NA,750695,6,1936.44888064131,12806189,NA,1.8871204259646,84000006,"USA",32410.7023793625,NA
"9015","Colorado","US","2020-09-15 03:30:30",39.0598,-105.3111,61667,1990,6162,53515,8,1070.84262935477,1124181,NA,3.22700958373198,84000008,"USA",19521.3150941457,NA
"9016","Connecticut","US","2020-09-15 03:30:30",41.5978,-72.7554,54895,4485,9142,41268,9,1539.70774302321,1379988,NA,8.17014300027325,84000009,"USA",38706.2247723676,NA
"9017","Delaware","US","2020-09-15 03:30:30",39.3185,-75.5071,18937,617,10091,8229,10,1944.72171902021,262504,NA,3.25817183291968,84000010,"USA",26957.6611992228,NA
"9018","Diamond Princess","US","2020-09-15 03:30:30",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"9019","District of Columbia","US","2020-09-15 03:30:30",38.8974,-77.0268,14622,616,11592,2414,11,2071.84140537216,332148,NA,4.21282998221858,84000011,"USA",47063.1910211704,NA
"9020","Florida","US","2020-09-15 03:30:30",27.7663,-81.6868,665730,12642,NA,653088,12,3099.62823364491,4941008,NA,1.8989680501104,84000012,"USA",23005.2542313932,NA
"9021","Georgia","US","2020-09-15 03:30:30",33.0406,-83.6431,295337,6353,NA,288984,13,2781.62601226305,2615247,NA,2.15110196148806,84000013,"USA",24631.6549693838,NA
"9022","Grand Princess","US","2020-09-15 03:30:30",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"9023","Guam","US","2020-09-15 03:30:30",13.4443,144.7937,1927,26,1274,627,66,1173.3615865651,43894,NA,1.34924753502854,316,"GUM",26727.3136900304,NA
"9024","Hawaii","US","2020-09-15 03:30:30",21.0943,-157.4983,10779,99,3565,7115,15,761.29763142431,259531,NA,0.918452546618425,84000015,"USA",18330.1174117434,NA
"9025","Idaho","US","2020-09-15 03:30:30",44.2405,-114.4788,35532,419,18619,16913,16,1974.13076748747,278613,NA,1.17633719776638,84000016,"USA",15590.5353190846,NA
"9026","Illinois","US","2020-09-15 03:30:30",40.3495,-88.9861,264831,8546,NA,256285,17,2089.920619933,4773891,NA,3.22696361075554,84000017,"USA",37673.2831058772,NA
"9027","Indiana","US","2020-09-15 03:30:30",39.8494,-86.2583,106540,3439,82311,20790,18,1582.53913011445,1247293,NA,3.22789562605594,84000018,"USA",18527.2196284761,NA
"9028","Iowa","US","2020-09-15 03:30:30",42.0115,-93.2105,75064,1224,53417,20423,19,2379.15482065374,686636,NA,1.63060854737291,84000019,"USA",21762.9402834169,NA
"9029","Kansas","US","2020-09-15 03:30:30",38.5266,-96.7265,49660,542,1887,47231,20,1704.58797094992,458381,NA,1.0914216673379,84000020,"USA",15734.0060151429,NA
"9030","Kentucky","US","2020-09-15 03:30:30",37.6681,-84.6701,57282,1065,10918,45299,21,1282.14397069794,996575,NA,1.85922279250026,84000021,"USA",22306.3550085246,NA
"9031","Louisiana","US","2020-09-15 03:30:30",31.1695,-91.8678,157947,5252,140440,12255,22,3397.5908590486,2079299,NA,3.32516603670852,84000022,"USA",44727.7078743433,NA
"9032","Maine","US","2020-09-15 03:30:30",44.6939,-69.3819,4904,136,4237,531,23,364.823405831818,333777,NA,2.77324632952692,84000023,"USA",24830.6814698872,NA
"9033","Maryland","US","2020-09-15 03:30:30",39.0639,-76.8021,116646,3839,7229,105578,24,1929.410752802,1464863,NA,3.291154433071,84000024,"USA",24229.9129295629,NA
"9034","Massachusetts","US","2020-09-15 03:30:30",42.2302,-71.5301,125080,9219,107501,8360,25,1814.72536174449,3038625,NA,7.37048289094979,84000025,"USA",44085.9438146055,NA
"9035","Michigan","US","2020-09-15 03:30:30",43.3266,-84.5361,124287,6921,85513,31853,26,1244.50565378076,3162087,NA,5.56856308383017,84000026,"USA",31662.4840027248,NA
"9036","Minnesota","US","2020-09-15 03:30:30",45.6945,-93.9002,84949,1974,78238,4737,27,1506.28622576792,1243355,NA,2.32374718949016,84000027,"USA",22046.7399291301,NA
"9037","Mississippi","US","2020-09-15 03:30:30",32.7416,-89.6787,90018,2706,78971,8341,28,3024.64695147992,625806,NA,3.00606545357595,84000028,"USA",21027.374637493,NA
"9038","Missouri","US","2020-09-15 03:30:30",38.4561,-92.2884,105278,1738,NA,103540,29,1715.34395189646,1145207,NA,1.65086722772089,84000029,"USA",18659.3960857871,NA
"9039","Montana","US","2020-09-15 03:30:30",46.9219,-110.4544,9107,138,6842,2127,30,852.094635181488,285870,NA,1.51531788733941,84000030,"USA",26747.3694256431,NA
"9040","Nebraska","US","2020-09-15 03:30:30",41.1254,-98.2681,38642,435,29405,8802,31,1997.6137402244,403965,NA,1.12571813053155,84000031,"USA",20883.1332376624,NA
"9041","Nevada","US","2020-09-15 03:30:30",38.3135,-117.0554,73814,1456,1938,70420,32,2396.4370635773,644871,NA,1.97252553716097,84000032,"USA",20936.3097193778,NA
"9042","New Hampshire","US","2020-09-15 03:30:30",43.4525,-71.5639,7714,436,6987,291,33,567.326439221276,231816,NA,5.65206118745139,84000033,"USA",17048.9170125122,NA
"9043","New Jersey","US","2020-09-15 03:30:30",40.2989,-74.521,196968,16034,34458,146476,34,2217.56120956656,3189970,NA,8.14040859428943,84000034,"USA",35914.2283603481,NA
"9044","New Mexico","US","2020-09-15 03:30:30",34.8405,-106.2485,26842,823,14407,11612,35,1280.12346261903,823145,NA,3.06609045525669,84000035,"USA",39256.6585067261,NA
"9045","New York","US","2020-09-15 03:30:30",42.1657,-74.9481,444948,33030,75814,336104,36,2287.23162818365,9381651,NA,7.42333935650908,84000036,"USA",48225.8800843712,NA
"9046","North Carolina","US","2020-09-15 03:30:30",35.6301,-79.8064,185780,3060,167257,15463,37,1771.34355521943,2634819,NA,1.64710948433631,84000037,"USA",25122.0241943142,NA
"9047","North Dakota","US","2020-09-15 03:30:30",47.5289,-99.784,15831,170,12903,2758,38,2077.39002863284,527535,NA,1.07384246099425,84000038,"USA",69224.6825061478,NA
"9048","Northern Mariana Islands","US","2020-09-15 03:30:30",15.0979,145.6739,61,2,29,30,69,110.619469026549,14377,NA,3.27868852459016,580,"MNP",26071.7394458146,NA
"9049","Ohio","US","2020-09-15 03:30:30",40.3888,-82.7649,138484,4419,115708,18357,39,1184.72765225723,2623256,NA,3.19098235175183,84000039,"USA",22441.8988630433,NA
"9050","Oklahoma","US","2020-09-15 03:30:30",35.5653,-96.9289,70223,905,59007,10311,40,1774.66552067225,990399,NA,1.28875154863791,84000040,"USA",25029.2205831177,NA
"9051","Oregon","US","2020-09-15 03:30:30",44.572,-122.0709,29337,509,5310,23518,41,695.562573010124,614804,NA,1.73501039642772,84000041,"USA",14576.6319711257,NA
"9052","Pennsylvania","US","2020-09-15 03:30:30",40.5908,-77.2098,150000,7855,118951,23194,42,1171.69292990331,1829672,NA,5.23666666666667,84000042,"USA",14292.091642947,NA
"9053","Puerto Rico","US","2020-09-15 03:30:30",18.2208,-66.5901,37750,542,NA,37208,72,1286.89906075118,343722,NA,1.43576158940397,630,"PRI",11717.4971909806,NA
"9054","Rhode Island","US","2020-09-15 03:30:30",41.6809,-71.5118,23130,1075,2223,19832,44,2183.39168612022,635718,NA,4.64764375270212,84000044,"USA",60009.5718079106,NA
"9055","South Carolina","US","2020-09-15 03:30:30",33.8569,-80.945,132680,3077,51431,78172,45,2576.95416758437,1088473,NA,2.3191136569189,84000045,"USA",21140.6770700412,NA
